Time (ns),Current (nA),Voltage (mV),Energy (uJ),DSR
"4405359000","2213500","3271","32784.9",""
"4406192000","2213500","3271","32790.8",""
"4407024000","2213500","3271","32797.1",""
"4408109000","2215800","3271","32805.0",""
"4409001000","2215800","3271","32811.7","0x23D39B7280004808"
"4409834000","2215800","3271","32818.0","0x3D39F2080004870"
"4410674000","2215800","3271","32823.9",""
"4411508000","2215800","3271","32831.0",""
"4412649000","2215800","3272","32840.1",""
"4413483000","2215800","3272","32846.8",""
"4414318000","2215800","3272","32852.7",""
"4415152000","2325700","3272","32859.1","0x23D39B7280004808"
"4415986000","2325700","3272","32865.0","0x3D39EDC80004870"
"4417128000","2325700","3272","32873.7",""
"4417962000","2325700","3272","32879.6",""
"4418796000","2325700","3271","32885.5",""
"4419631000","2325700","3272","32891.4",""
"4420468000","2325700","3271","32898.1",""
"4421610000","2325700","3271","32906.0",""
"4422443000","2213300","3272","32912.3",""
"4423277000","2213300","3271","32918.2",""
"4424112000","2213300","3271","32924.5",""
"4424946000","2213300","3271","32930.5",""
"4426022000","2213300","3271","32938.3",""
"4426921000","2213300","3271","32945.1",""
"4427756000","2213300","3271","32951.4",""
"4428591000","2213300","3271","32957.3",""
"4429424000","2209000","3271","32963.2",""
"4430574000","2209000","3271","32971.9",""
"4431408000","2209000","3271","32978.6",""
"4432242000","2209000","3271","32985.3",""
"4433077000","2209000","3271","32992.0",""
"4433910000","2209000","3270","32998.7",""
"4435053000","2209000","3271","33007.0",""
"4435886000","2209000","3271","33012.9",""
"4436720000","2310700","3271","33018.8",""
"4437554000","2310700","3270","33024.7",""
"4438388000","2310700","3270","33031.1","0x23D39B7280004808"
"4439529000","2310700","3270","33039.3","0x3D39B3280004870"
"4440368000","2310700","3271","33045.7","0x23D39B7280004808"
"4441202000","2310700","3270","33051.6","0x3D39F2680004870"
"4442036000","2310700","3270","33057.9",""
"4442870000","2310700","3270","33063.8",""
"4443954000","2214000","3270","33071.7",""
"4444845000","2214000","3270","33078.4",""
"4445680000","2214000","3270","33084.7",""
"4446514000","2214000","3270","33090.6",""
"4447347000","2214000","3270","33096.5",""
"4448431000","2214000","3270","33104.4",""
"4449321000","2214000","3270","33111.1",""
"4450161000","2214000","3269","33117.5","0x3D39B6E80004808"
"4450995000","2241300","3270","33123.8","0x3D3B17E80004870"
"4451829000","2241300","3270","33130.5",""
"4452912000","2241300","3270","33139.2","0x3D3BC6C80004970"
"4453805000","2241300","3270","33146.3","0x3D39F1880004870"
"4454639000","2241300","3270","33152.2",""
"4455471000","2241300","3270","33158.5",""
"4456304000","2241300","3270","33164.4",""
"4457388000","2241300","3269","33172.3",""
"4458279000","2297900","3269","33179.0",""
"4459114000","2297900","3269","33185.3",""
"4459948000","2297900","3269","33191.2",""
"4460787000","2297900","3269","33197.1",""
"4461927000","2297900","3269","33205.4",""
"4462760000","2297900","3269","33211.3",""
"4463594000","2297900","3269","33218.1",""
"4464428000","2297900","3269","33224.0",""
"4465261000","2208600","3270","33229.9",""
"4466402000","2208600","3270","33238.2",""
"4467236000","2208600","3269","33244.1",""
"4468070000","2208600","3270","33250.4",""
"4468903000","2208600","3270","33256.7","0x23D39B7280004808"
"4469737000","2208600","3270","33262.6","0x3D39F2280004870"
"4470884000","2208600","3270","33271.3",""
"4471717000","2208600","3270","33278.0",""
"4472556000","2278200","3270","33284.7",""
"4473389000","2278200","3270","33291.4",""
"4474221000","2278200","3270","33297.4",""
"4475305000","2278200","3270","33305.2",""
"4476197000","2278200","3271","33312.0",""
"4477031000","2278200","3270","33318.3",""
"4477863000","2278200","3270","33324.6",""
"4478697000","2278200","3270","33330.5",""
"4479780000","2250500","3270","33338.4",""
"4480678000","2250500","3271","33344.7",""
"4481511000","2250500","3270","33351.0","0x3D0403680004870"
"4482346000","2250500","3270","33357.3",""
"4483181000","2250500","3271","33363.6",""
"4484263000","2250500","3270","33371.5",""
"4485155000","2250500","3270","33377.8",""
"4485989000","2250500","3270","33383.7",""
"4486822000","2224000","3270","33390.1",""
"4487654000","2224000","3270","33396.4",""
"4488738000","2224000","3270","33404.3",""
"4489630000","2224000","3270","33410.6",""
"4490468000","2224000","3269","33416.9",""
"4491303000","2224000","3269","33423.6",""
"4492137000","2224000","3269","33430.3",""
"4493279000","2224000","3269","33439.4",""
"4494113000","2312200","3269","33445.7",""
"4494947000","2312200","3269","33452.0",""
"4495782000","2312200","3269","33457.9",""
"4496615000","2312200","3269","33463.8",""
"4497699000","2312200","3269","33471.7",""
"4498591000","2312200","3269","33478.4",""
"4499424000","2312200","3270","33484.4",""
"4500262000","2312200","3269","33491.1",""
"4501097000","2225200","3269","33497.0",""
"4502173000","2225200","3269","33504.9",""
"4503071000","2225200","3269","33511.2",""
"4503904000","2225200","3269","33517.5",""
"4504738000","2225200","3269","33523.4",""
"4505572000","2225200","3269","33529.7",""
"4506657000","2225200","3269","33538.0","0x23D39B7280004808"
"4507549000","2225200","3269","33544.3","0x3D3BD2C80004870"
"4508383000","2214700","3269","33550.2",""
"4509217000","2214700","3269","33556.1",""
"4510052000","2214700","3268","33562.5","0x23D39B7280004808"
"4511140000","2214700","3269","33571.1","0x3D3B15C80004870"
"4512031000","2214700","3269","33578.2",""
"4512864000","2214700","3269","33585.0",""
"4513698000","2214700","3269","33591.7",""
"4514536000","2214700","3269","33597.6",""
"4515678000","2311100","3269","33605.9",""
"4516511000","2311100","3268","33612.2",""
"4517344000","2311100","3268","33618.1",""
"4518178000","2311100","3269","33624.4",""
"4519012000","2311100","3269","33630.7",""
"4520102000","2311100","3269","33638.6",""
"4520993000","2311100","3269","33644.9",""
"4521826000","2311100","3269","33650.8",""
"4522661000","2225400","3269","33657.1",""
"4523495000","2225400","3269","33663.5",""
"4524578000","2225400","3269","33671.3","0x23D39B7280004808"
"4525471000","2225400","3269","33678.1","0x3D39F3680004870"
"4526304000","2225400","3269","33684.0",""
"4527139000","2225400","3269","33689.9",""
"4527972000","2225400","3269","33696.2",""
"4529057000","2225400","3269","33704.1",""
"4529948000","2231000","3269","33710.8",""
"4530787000","2231000","3269","33717.1",""
"4531621000","2231000","3270","33723.8",""
"4532454000","2231000","3270","33730.5",""
"4533538000","2231000","3270","33739.2",""
"4534430000","2231000","3270","33745.5",""
"4535264000","2231000","3270","33751.4",""
"4536098000","2231000","3270","33757.8",""
"4536932000","2311100","3269","33764.1",""
"4538074000","2311100","3270","33772.3","0x23D39B7280004808"
"4538909000","2311100","3270","33778.3","0x3D39F3A80004870"
"4539743000","2311100","3270","33784.6",""
"4540582000","2311100","3270","33790.5",""
"4541417000","2311100","3270","33796.8",""
"4542501000","2311100","3270","33804.7",""
"4543393000","2311100","3270","33811.4",""
"4544226000","2212300","3270","33817.3",""
"4545061000","2212300","3271","33823.2",""
"4545895000","2212300","3271","33829.5",""
"4547037000","2212300","3271","33837.8",""
"4547869000","2212300","3271","33844.1","0x23D39B7280004808"
"4548703000","2212300","3271","33850.5",""
"4549537000","2212300","3271","33856.4","0x3D39F2080004870"
"4550377000","2212300","3271","33862.3",""
"4551460000","2247700","3271","33871.0",""
"4552352000","2247700","3271","33878.5",""
"4553186000","2247700","3270","33885.2",""
"4554020000","2247700","3271","33891.1",""
"4554854000","2247700","3271","33897.4",""
"4555942000","2247700","3271","33905.3",""
"4556833000","2247700","3271","33912.0",""
"4557667000","2247700","3271","33917.9",""
"4558501000","2275200","3271","33923.8",""
"4559335000","2275200","3270","33930.1",""
"4560483000","2275200","3271","33938.4",""
"4561317000","2275200","3271","33944.7",""
"4562151000","2275200","3271","33951.1",""
"4562984000","2275200","3271","33957.0",""
"4563818000","2275200","3271","33962.9",""
"4564959000","2275200","3271","33971.2",""
"4565794000","2229200","3270","33977.5",""
"4566628000","2229200","3271","33983.8",""
"4567462000","2229200","3271","33989.7",""
"4568295000","2229200","3270","33995.6",""
"4569378000","2229200","3270","34003.5",""
"4570276000","2229200","3270","34010.2",""
"4571110000","2229200","3271","34016.9",""
"4571944000","2229200","3271","34023.6",""
"4572778000","2293900","3270","34030.4",""
"4573920000","2293900","3271","34039.0",""
"4574754000","2293900","3270","34045.7",""
"4575588000","2293900","3271","34052.5",""
"4576422000","2293900","3271","34058.8",""
"4577254000","2293900","3270","34065.5",""
"4578396000","2293900","3270","34074.6",""
"4579231000","2372300","3270","34080.9",""
"4580064000","2372300","3270","34086.4",""
"4580905000","2372300","3271","34091.5",""
"4581739000","2372300","3271","34098.6",""
"4582822000","2372300","3271","34107.3",""
"4583714000","2372300","3271","34113.6",""
"4584548000","2372300","3271","34119.5",""
"4585381000","2372300","3271","34125.8","0x23D39B7480004870"
"4586214000","2225200","3271","34132.2","0x3D0403480004870"
"4587299000","2225200","3271","34140.0","0x23D39B7280004808"
"4588191000","2225200","3271","34146.4","0x3D39F1680004870"
"4589026000","2225200","3271","34152.7","0x3D39F1880004870"
"4589860000","2225200","3271","34158.6",""
"4590699000","2225200","3271","34164.9","0x23D39B7280004808"
"4591782000","2225200","3272","34172.8","0x3D39F1680004870"
"4592674000","2225200","3272","34179.5",""
"4593508000","2212300","3272","34185.4",""
"4594343000","2212300","3272","34191.3",""
"4595176000","2212300","3271","34197.6",""
"4596319000","2212300","3272","34205.9",""
"4597152000","2212300","3272","34211.8",""
"4597991000","2212300","3272","34218.1",""
"4598825000","2212300","3272","34224.5","0x3D3BD36C0004870"
"4599660000","2212300","3271","34230.4","0x3D3B18880004870"
"4600807000","2244000","3272","34239.5",""
"4601640000","2244000","3272","34246.2",""
"4602473000","2244000","3272","34252.9",""
"4603307000","2244000","3272","34258.8",""
"4604140000","2244000","3272","34265.1","0x23D39B7280004808"
"4605280000","2244000","3272","34273.4","0x3D39B6080004870"
"4606115000","2244000","3272","34279.7","0x23D39B7280004808"
"4606948000","2244000","3272","34285.6","0x3D3BD2E80004870"
"4607783000","2279400","3272","34291.9",""
"4608616000","2279400","3271","34297.8",""
"4609701000","2279400","3271","34305.7",""
"4610598000","2279400","3271","34312.4",""
"4611431000","2279400","3272","34318.7",""
"4612266000","2279400","3271","34324.7",""
"4613100000","2279400","3272","34330.6",""
"4614242000","2279400","3272","34338.9",""
"4615076000","2212500","3272","34345.2",""
"4615910000","2212500","3271","34351.5","0x23D39B7280004808"
"4616744000","2212500","3271","34357.4","0x3D39F1080004870"
"4617578000","2212500","3271","34363.3",""
"4618720000","2212500","3271","34372.0",""
"4619554000","2212500","3272","34377.9",""
"4620394000","2212500","3272","34385.0","0x3D3BD3AC0004870"
"4621228000","2212500","3272","34391.3","0x3D3BD3E80004870"
"4622060000","2311400","3272","34398.4",""
"4623145000","2311400","3272","34406.3",""
"4624036000","2311400","3272","34413.0",""
"4624870000","2311400","3272","34419.0",""
"4625703000","2311400","3271","34424.9",""
"4626536000","2311400","3271","34431.2",""
"4627677000","2311400","3271","34439.5",""
"4628511000","2311400","3271","34445.4",""
"4629346000","2214900","3271","34451.7",""
"4630185000","2214900","3270","34458.0",""
"4631019000","2214900","3270","34463.9",""
"4632102000","2214900","3270","34471.8",""
"4632994000","2214900","3270","34478.1",""
"4633827000","2214900","3270","34484.4",""
"4634661000","2214900","3270","34490.8",""
"4635495000","2214900","3270","34496.7",""
"4636579000","2214400","3270","34504.6",""
"4637471000","2214400","3270","34510.9",""
"4638305000","2214400","3269","34517.2",""
"4639139000","2214400","3269","34523.1",""
"4639977000","2214400","3270","34529.8",""
"4641067000","2214400","3270","34538.5",""
"4641959000","2214400","3270","34545.6",""
"4642791000","2214400","3269","34552.3",""
"4643625000","2307700","3269","34558.2",""
"4644459000","2307700","3270","34564.1",""
"4645543000","2307700","3269","34572.0",""
"4646432000","2307700","3269","34578.7",""
"4647266000","2307700","3269","34585.0",""
"4648100000","2307700","3269","34591.0",""
"4648934000","2307700","3269","34597.3",""
"4650018000","2307700","3269","34605.2",""
"4650915000","2213700","3269","34611.5",""
"4651749000","2213700","3269","34617.4",""
"4652582000","2213700","3269","34624.1",""
"4653417000","2213700","3269","34630.0",""
"4654501000","2213700","3270","34637.9",""
"4655392000","2213700","3269","34644.2",""
"4656225000","2213700","3269","34650.5",""
"4657058000","2213700","3269","34656.4",""
"4657892000","2227200","3269","34662.8",""
"4659034000","2227200","3269","34671.0",""
"4659869000","2227200","3269","34677.3",""
"4660708000","2227200","3269","34684.1",""
"4661543000","2227200","3269","34690.8",""
"4662375000","2227200","3269","34697.5",""
"4663451000","2227200","3269","34705.4",""
"4664351000","2227200","3269","34712.1",""
"4665184000","2312000","3269","34718.4","0x23D39B7280004800"
"4666018000","2312000","3268","34724.7","0x3D0402680004870"
"4666852000","2312000","3269","34730.6",""
"4667994000","2312000","3269","34738.9",""
"4668827000","2312000","3269","34744.8",""
"4669661000","2312000","3269","34750.7",""
"4670501000","2312000","3269","34757.0",""
"4671335000","2312000","3269","34763.4",""
"4672418000","2214200","3269","34771.2",""
"4673309000","2214200","3269","34778.0",""
"4674142000","2214200","3269","34783.9",""
"4674975000","2214200","3269","34789.8",""
"4675808000","2214200","3269","34796.1","0x23D39B7280004808"
"4676950000","2214200","3269","34804.4","0x3D39B4E80004870"
"4677784000","2214200","3269","34810.7",""
"4678617000","2214200","3269","34816.6",""
"4679451000","2226600","3269","34822.9",""
"4680291000","2226600","3269","34829.6",""
"4681375000","2226600","3269","34838.3",""
"4682272000","2226600","3269","34845.4",""
"4683104000","2226600","3269","34851.7",""
"4683938000","2226600","3269","34858.0","0x23D39B7280004808"
"4684772000","2226600","3269","34864.0","0x3D39F2C80004870"
"4685856000","2226600","3269","34871.9",""
"4686746000","2311100","3268","34878.6",""
"4687580000","2311100","3269","34884.5",""
"4688415000","2311100","3269","34890.4",""
"4689248000","2311100","3268","34896.7",""
"4690395000","2311100","3269","34905.0",""
"4691229000","2311100","3269","34911.3",""
"4692063000","2311100","3269","34917.2",""
"4692896000","2311100","3268","34923.5",""
"4693730000","2208000","3269","34929.4",""
"4694813000","2208000","3269","34937.3",""
"4695705000","2208000","3269","34944.0",""
"4696539000","2208000","3268","34950.4","0x3D39F4480004870"
"4697375000","2208000","3269","34956.3",""
"4698208000","2208000","3269","34962.2",""
"4699291000","2208000","3268","34970.1",""
"4700188000","2208000","3269","34977.6",""
"4701021000","2279200","3269","34984.3",""
"4701855000","2279200","3269","34991.0",""
"4702688000","2279200","3268","34997.7",""
"4703772000","2279200","3269","35005.6",""
"4704665000","2279200","3269","35011.9",""
"4705498000","2279200","3269","35017.8",""
"4706332000","2279200","3269","35023.7",""
"4707164000","2279200","3269","35030.0",""
"4708305000","2248500","3269","35038.3",""
"4709140000","2248500","3269","35044.6",""
"4709973000","2248500","3269","35050.6",""
"4710812000","2248500","3269","35056.9",""
"4711646000","2248500","3269","35062.8",""
"4712729000","2248500","3269","35070.7",""
"4713622000","2248500","3269","35077.4","0x23D39B7280004808"
"4714455000","2248500","3269","35083.7","0x3D39F4480004870"
"4715289000","2225000","3269","35089.6",""
"4716123000","2225000","3269","35095.5",""
"4717207000","2225000","3269","35103.4",""
"4718097000","2225000","3269","35110.1",""
"4718930000","2225000","3269","35116.4",""
"4719765000","2225000","3270","35122.8",""
"4720605000","2225000","3270","35129.5",""
"4721689000","2225000","3269","35138.1",""
"4722580000","2312600","3269","35145.2",""
"4723414000","2312600","3269","35151.2",""
"4724251000","2312600","3269","35157.5",""
"4725085000","2312600","3269","35163.4",""
"4726226000","2312600","3269","35171.7",""
"4727061000","2312600","3269","35178.0",""
"4727895000","2312600","3270","35184.3",""
"4728729000","2312600","3270","35190.2",""
"4729563000","2208200","3269","35196.1",""
"4730710000","2208200","3270","35204.4",""
"4731545000","2208200","3270","35210.7","0x23D39B7280004808"
"4732379000","2208200","3269","35217.0","0x3D0401E80004870"
"4733213000","2208200","3269","35223.0",""
"4734047000","2208200","3270","35228.9",""
"4735130000","2208200","3270","35236.8",""
"4736022000","2208200","3269","35243.5",""
"4736855000","2229200","3269","35249.8",""
"4737689000","2229200","3270","35256.1",""
"4738523000","2229200","3270","35262.0",""
"4739664000","2229200","3270","35270.7","0x3D3BD36C0004870"
"4740503000","2229200","3270","35277.4","0x3D3AEFE80004870"
"4741337000","2229200","3271","35284.1",""
"4742171000","2229200","3271","35290.8",""
"4743005000","2229200","3271","35296.7",""
"4744146000","2296100","3271","35305.0",""
"4744979000","2296100","3271","35311.3","0x23D39B7280004808"
"4745812000","2296100","3271","35317.6","0x3D3BD3E80004870"
"4746646000","2296100","3270","35323.6",""
"4747480000","2296100","3271","35329.5",""
"4748621000","2296100","3271","35337.8",""
"4749455000","2296100","3271","35344.1",""
"4750294000","2296100","3271","35350.4",""
"4751128000","2225600","3271","35356.3",""
"4751962000","2225600","3271","35362.2",""
"4753104000","2225600","3270","35370.9",""
"4753937000","2225600","3271","35376.8",""
"4754770000","2225600","3271","35382.7",""
"4755605000","2225600","3271","35389.0","0x23D39B7280004808"
"4756439000","2225600","3270","35395.4","0x3D3BD2A80004870"
"4757522000","2225600","3270","35403.2",""
"4758414000","2214900","3270","35409.6",""
"4759248000","2214900","3270","35415.5",""
"4760087000","2214900","3270","35422.6",""
"4760921000","2214900","3270","35429.3","0x3D3BD36C0004870"
"4762005000","2214900","3270","35438.0","0x3D3BD2A80004870"
"4762896000","2214900","3271","35444.7",""
"4763731000","2214900","3271","35451.0",""
"4764566000","2214900","3271","35456.9",""
"4765399000","2310700","3270","35462.8",""
"4766487000","2310700","3271","35470.7",""
"4767378000","2310700","3271","35477.0","0x3D3BD3AC0004870"
"4768212000","2310700","3270","35483.3","0x3D0401C80004870"
"4769047000","2310700","3271","35489.6",""
"4769881000","2310700","3271","35495.6",""
"4770969000","2310700","3270","35503.5",""
"4771862000","2310700","3270","35510.2",""
"4772695000","2211800","3270","35516.1",""
"4773530000","2211800","3270","35522.4",""
"4774364000","2211800","3271","35528.7",""
"4775447000","2211800","3270","35536.6",""
"4776339000","2211800","3271","35542.9",""
"4777172000","2211800","3271","35549.2",""
"4778007000","2211800","3271","35555.1",""
"4778841000","2211800","3270","35561.4",""
"4779983000","2247500","3271","35570.1",""
"4780822000","2247500","3271","35576.8",""
"4781657000","2247500","3271","35583.5",""
"4782489000","2247500","3271","35590.3",""
"4783323000","2247500","3271","35596.2",""
"4784407000","2247500","3270","35604.1",""
"4785298000","2247500","3270","35610.8",""
"4786132000","2247500","3270","35616.7",""
"4786966000","2294300","3270","35623.0",""
"4787800000","2294300","3270","35629.3",""
"4788942000","2294300","3270","35637.6",""
"4789775000","2294300","3271","35643.5",""
"4790615000","2294300","3271","35649.4",""
"4791448000","2294300","3271","35655.7",""
"4792282000","2294300","3271","35662.0",""
"4793366000","2294300","3271","35669.9",""
"4794258000","2212700","3271","35676.2",""
"4795092000","2212700","3271","35682.2",""
"4795926000","2212700","3271","35688.1",""
"4796760000","2212700","3271","35694.4",""
"4797901000","2212700","3271","35702.7",""
"4798735000","2212700","3271","35709.0",""
"4799569000","2212700","3271","35715.3",""
"4800408000","2212700","3271","35722.0",""
"4801243000","2276700","3272","35728.7",""
"4802326000","2276700","3271","35737.4",""
"4803218000","2276700","3271","35743.7",""
"4804052000","2276700","3271","35750.0",""
"4804886000","2276700","3272","35755.9",""
"4805720000","2276700","3272","35762.3",""
"4806804000","2276700","3271","35770.1",""
"4807700000","2276700","3271","35776.9","0x3D3BD3AC0004870"
"4808534000","2246100","3271","35782.8","0x3D3BD2880004870"
"4809367000","2246100","3271","35788.7",""
"4810207000","2246100","3271","35795.0",""
"4811348000","2246100","3271","35803.3",""
"4812183000","2246100","3270","35809.6",""
"4813018000","2246100","3271","35815.5",""
"4813851000","2246100","3271","35821.8",""
"4814686000","2246100","3270","35827.7","0x3D39F0A80004870"
"4815770000","2213600","3271","35835.6","0x3D39F3A80004870"
"4816662000","2213600","3271","35842.3",""
"4817495000","2213600","3271","35848.6",""
"4818329000","2213600","3271","35854.6",""
"4819163000","2213600","3271","35860.5",""
"4820252000","2213600","3271","35869.6",""
"4821145000","2213600","3270","35876.7",""
"4821978000","2213600","3271","35883.4",""
"4822812000","2309200","3271","35889.3",""
"4823645000","2309200","3270","35896.0",""
"4824729000","2309200","3270","35903.9",""
"4825621000","2309200","3270","35910.2",""
"4826454000","2309200","3271","35916.1",""
"4827287000","2309200","3271","35922.0",""
"4828121000","2309200","3270","35928.3",""
"4829206000","2309200","3270","35936.2",""
"4830102000","2230000","3270","35942.9",""
"4830936000","2230000","3271","35949.2",""
"4831771000","2230000","3271","35955.2",""
"4832605000","2230000","3271","35961.1",""
"4833688000","2230000","3270","35969.0",""
"4834579000","2230000","3270","35975.7",""
"4835414000","2230000","3271","35982.0",""
"4836249000","2230000","3271","35987.9",""
"4837082000","2209200","3270","35993.8",""
"4838166000","2209200","3270","36001.7",""
"4839059000","2209200","3270","36008.4",""
"4839893000","2209200","3270","36015.1",""
"4840732000","2209200","3270","36021.8",""
"4841565000","2209200","3271","36028.5",""
"4842648000","2209200","3271","36036.8",""
"4843538000","2209200","3270","36043.5",""
"4844372000","2312800","3270","36049.5",""
"4845205000","2312800","3270","36055.8",""
"4846039000","2312800","3270","36061.7",""
"4847124000","2312800","3271","36069.6",""
"4848016000","2312800","3271","36076.3",""
"4848850000","2312800","3271","36082.6",""
"4849689000","2312800","3271","36088.5",""
"4850528000","2312800","3270","36094.4",""
"4851610000","2212900","3270","36102.3",""
"4852502000","2212900","3270","36109.0",""
"4853335000","2212900","3270","36115.3","0x23D39B7280004808"
"4854169000","2212900","3270","36121.6","0x3D39EE680004870"
"4855003000","2212900","3270","36127.6",""
"4856087000","2212900","3271","36135.5",""
"4856979000","2212900","3271","36141.8",""
"4857813000","2212900","3270","36148.1",""
"4858647000","2242300","3271","36154.4",""
"4859482000","2242300","3271","36160.7",""
"4860571000","2242300","3271","36169.4",""
"4861462000","2242300","3271","36176.5",""
"4862296000","2242300","3270","36183.2",""
"4863131000","2242300","3270","36189.1",""
"4863965000","2242300","3270","36195.0",""
"4865106000","2242300","3271","36203.7",""
"4865941000","2295100","3271","36209.6","0x23D39B7280004808"
"4866775000","2295100","3271","36215.9","0x3D0401E80004870"
"4867608000","2295100","3271","36222.3",""
"4868441000","2295100","3272","36228.2",""
"4869525000","2295100","3272","36236.1",""
"4870422000","2295100","3272","36242.4",""
"4871254000","2295100","3271","36248.7",""
"4872089000","2295100","3271","36255.0",""
"4872923000","2225800","3272","36260.9",""
"4874007000","2225800","3272","36268.8",""
"4874898000","2225800","3271","36275.5",""
"4875732000","2225800","3271","36281.4",""
"4876566000","2225800","3271","36287.7",""
"4877399000","2225800","3271","36293.6",""
"4878541000","2225800","3271","36302.3",""
"4879375000","2225800","3271","36308.2",""
"4880214000","2246100","3271","36315.0",""
"4881047000","2246100","3270","36321.7",""
"4881882000","2246100","3271","36328.4",""
"4883023000","2246100","3271","36337.1",""
"4883856000","2246100","3271","36343.0",""
"4884691000","2246100","3270","36349.3",""
"4885526000","2246100","3271","36355.2",""
"4886359000","2246100","3270","36361.5",""
"4887443000","2282400","3270","36369.4",""
"4888335000","2282400","3271","36375.7",""
"4889168000","2282400","3271","36381.6",""
"4890002000","2282400","3270","36388.3","0x23D39B7280004808"
"4890842000","2282400","3270","36394.3","0x3D39F2C80004870"
"4891930000","2282400","3270","36402.1",""
"4892820000","2282400","3269","36408.5",""
"4893653000","2282400","3269","36414.8",""
"4894487000","2205800","3269","36420.7",""
"4895321000","2205800","3269","36427.0",""
"4896463000","2205800","3269","36435.3","0x23D39B7280004800"
"4897296000","2205800","3269","36441.6","0x3D39F3480004870"
"4898130000","2205800","3269","36447.5",""
"4898964000","2205800","3269","36453.4",""
"4899799000","2205800","3269","36460.5",""
"4900880000","2205800","3269","36468.8",""
"4901780000","2295300","3268","36475.9",""
"4902615000","2295300","3269","36482.2",""
"4903448000","2295300","3269","36488.9",""
"4904283000","2295300","3269","36495.3",""
"4905367000","2295300","3269","36503.9",""
"4906259000","2295300","3269","36510.6",""
"4907094000","2295300","3269","36517.4",""
"4907927000","2295300","3270","36523.7",""
"4908761000","2329500","3269","36529.6",""
"4909904000","2329500","3269","36537.1","0x3D3BD3AC0004870"
"4910743000","2329500","3268","36543.8","0x3D3BC6C80004970"
"4911577000","2329500","3269","36550.5","0x3D39F1880004870"
"4912411000","2329500","3269","36556.4",""
"4913245000","2329500","3269","36562.3",""
"4914386000","2329500","3269","36570.6",""
"4915221000","2329500","3268","36576.9",""
"4916055000","2229000","3269","36583.2",""
"4916889000","2229000","3269","36589.5",""
"4917723000","2229000","3269","36595.5",""
"4918806000","2229000","3269","36603.4",""
"4919698000","2229000","3269","36609.7",""
"4920537000","2229000","3270","36615.6",""
"4921371000","2229000","3270","36622.3",""
"4922206000","2229000","3269","36628.2","0x3D3BD36C0004870"
"4923289000","2214200","3270","36636.1","0x3D3BD2A80004870"
"4924180000","2214200","3270","36642.4",""
"4925013000","2214200","3269","36648.3",""
"4925846000","2214200","3270","36654.6",""
"4926680000","2214200","3270","36660.9",""
"4927764000","2214200","3270","36668.8",""
"4928656000","2214200","3270","36675.5",""
"4929490000","2214200","3270","36682.2",""
"4930329000","2275400","3270","36689.0",""
"4931164000","2275400","3270","36695.7",""
"4932247000","2275400","3270","36703.6",""
"4933138000","2275400","3271","36709.9",""
"4933977000","2275400","3270","36716.2",""
"4934810000","2275400","3271","36722.5",""
"4935645000","2275400","3271","36728.4",""
"4936728000","2275400","3270","36736.3",""
"4937619000","2246700","3271","36743.0",""
"4938453000","2246700","3271","36748.9",""
"4939286000","2246700","3271","36755.2",""
"4940126000","2246700","3271","36761.5",""
"4941210000","2246700","3271","36769.4",""
"4942102000","2246700","3272","36775.7",""
"4942935000","2246700","3272","36781.7",""
"4943769000","2246700","3271","36787.6",""
"4944602000","2225400","3272","36794.3","0x23D39B7280004808"
"4945744000","2225400","3272","36802.2","0x3D39B4A80004870"
"4946578000","2225400","3272","36808.5",""
"4947411000","2225400","3271","36814.8",""
"4948246000","2225400","3272","36820.7",""
"4949079000","2225400","3272","36827.4",""
"4950169000","2225400","3272","36836.1",""
"4951060000","2225400","3271","36843.6",""
"4951895000","2295300","3271","36849.5",""
"4952728000","2295300","3271","36855.8",""
"4953562000","2295300","3271","36861.8",""
"4954646000","2295300","3272","36869.6",""
"4955536000","2295300","3271","36876.4",""
"4956371000","2295300","3271","36882.3",""
"4957204000","2295300","3271","36888.6",""
"4958038000","2295300","3271","36894.9",""
"4959179000","2231800","3271","36903.2",""
"4960013000","2231800","3271","36909.1",""
"4960852000","2231800","3272","36915.0",""
"4961686000","2231800","3271","36920.9",""
"4962520000","2231800","3271","36927.2",""
"4963663000","2231800","3271","36935.5",""
"4964496000","2231800","3271","36941.8","0x23D39B7280004808"
"4965330000","2231800","3270","36948.1","0x3D39F3A80004870"
"4966165000","2207300","3270","36954.1",""
"4966998000","2207300","3270","36960.0",""
"4968139000","2207300","3270","36968.3",""
"4968972000","2207300","3269","36975.4",""
"4969807000","2207300","3270","36981.7",""
"4970646000","2207300","3270","36988.8","0x3D3BD36C0004870"
"4971480000","2207300","3270","36995.1","0x3D39F2A80004870"
"4972564000","2207300","3270","37003.0",""
"4973455000","2312800","3270","37009.7",""
"4974288000","2312800","3270","37015.6",""
"4975122000","2312800","3270","37021.5",""
"4975960000","2312800","3270","37027.8",""
"4977043000","2312800","3269","37035.7","0x23D39B7280004808"
"4977935000","2312800","3269","37042.4","0x3D39F3680004870"
"4978769000","2312800","3269","37048.4",""
"4979603000","2312800","3269","37054.3",""
"4980442000","2206700","3268","37060.6",""
"4981584000","2206700","3269","37068.9",""
"4982418000","2206700","3269","37075.2",""
"4983252000","2206700","3269","37081.5",""
"4984086000","2206700","3269","37087.4",""
"4984919000","2206700","3269","37093.3",""
"4986061000","2206700","3269","37101.6",""
"4986895000","2206700","3268","37107.5",""
"4987727000","2231600","3268","37114.2","0x23D39B7280004808"
